17792|1001 Forest Av|37.4531598|-122.1504692
19000|1001 Hamilton Av|37.4539013|-122.1518417
55206|1001 Hamilton Av UNIT A|37.4539921|-122.151815
19021|1001 Lincoln Av|37.4517113|-122.1472049
17766|1002 Forest Av|37.452609|-122.1504355
17729|1005 University Av|37.454693|-122.1533232
3474|1007 Forest Ct|37.4533048|-122.1504944
17791|1009 Forest Ct|37.4535508|-122.1505526
22222|100 Island Dr|37.4540785|-122.1410368
17781|1010 Fife Av|37.4513912|-122.1504085
13096|1011 Channing Av|37.4490067|-122.1465591
19022|1011 Lincoln Av|37.4518587|-122.1472218
17765|1012 Forest Av|37.4525195|-122.1501504
3471|1015 Forest Ct|37.4535552|-122.1503648
17789|1017 Forest Ct|37.4535489|-122.1500675
3472|1019 Forest Ct|37.4535609|-122.1497589
13068|1020 Fife Av|37.4511412|-122.1500908
19096|1021 Channing Av|37.4489968|-122.146353
3454|1021 Fife Av|37.4517374|-122.1501837
3473|1021 Forest Ct|37.4533152|-122.1497935
17728|1021 University Av|37.4549179|-122.153086
17764|1022 Forest Av|37.452485|-122.1499977
17790|1023 Forest Av|37.4531011|-122.1499921
3463|1025 Forest Av|37.4530096|-122.1497675
19023|1025 Lincoln Av|37.4520941|-122.1472079
6615|102 Southwood Dr|37.4544592|-122.1426955
3462|1030 Fife Av|37.451347|-122.1500196
3447|1030 Hamilton Av|37.4537737|-122.1510599
4887|1030 Palo Alto Av|37.4555377|-122.1540305
18997|1030 University Av|37.4546285|-122.1525194
13097|1031 Channing Av|37.4489893|-122.1461901
17772|1031 Fife Av|37.4517726|-122.15
3488|1031 Hamilton Av|37.4541151|-122.1515221
17763|1032 Forest Av|37.452485|-122.1498326
17720|1039 University Av|37.455181|-122.1528972
17780|1040 Fife Av|37.4513598|-122.1498435
19097|1041 Channing Av|37.4490153|-122.1459659
3453|1041 Fife Av|37.4517891|-122.1498388
54615|1041 Fife Av UNIT A|37.452127|-122.1498289
3484|1042 University Av|37.4547442|-122.15237
17762|1044 Forest Av|37.4524459|-122.1496471
3483|1044 Hamilton Av|37.453917|-122.1508983
3461|1050 Fife Av|37.4513619|-122.1496777
19002|1050 Hamilton Av|37.4540706|-122.1507708
19049|1050 Lincoln Av|37.4522254|-122.1466854
13098|1051 Channing Av|37.4490348|-122.1458076
17771|1051 Fife Av|37.4517805|-122.1496891
13069|1052 Fife Av|37.4510605|-122.1495948
19024|1053 Lincoln Av|37.4523138|-122.1472096
17785|1055 Forest Av|37.45309|-122.1494805
17758|1056 Forest Av|37.4522455|-122.1493231
18998|1056 University Av|37.4549571|-122.1521614
17722|1057 University Av|37.4554301|-122.1526957
5156|1060 Lincoln Av|37.4524952|-122.1466994
17721|1060 Palo Alto Av|37.4556861|-122.1537583
3452|1061 Fife Av|37.4517794|-122.1494927
19026|1063 Lincoln Av|37.4525276|-122.1471247
17779|1066 Fife Av|37.4513732|-122.1494528
3485|1068 University Av|37.4551825|-122.1519724
17770|1071 Fife Av|37.4517766|-122.1493281
17782|1075 Forest Av|37.4534995|-122.1490478
54089|1075 Forest Av UNIT A|37.4536069|-122.1490593
17761|1078 Forest Av|37.4524395|-122.1490449
54414|1078 Forest Av UNIT A|37.4522108|-122.1491058
4888|1080 Palo Alto Av|37.4559146|-122.1535774
3464|1081 Forest Av|37.4530729|-122.1490715
17778|1084 Fife Av|37.4514065|-122.1490857
17793|1085 University Av|37.4555908|-122.1525059
17768|1087 Fife Av|37.4517501|-122.149041
3475|1089 Forest Av|37.4535341|-122.1488036
17769|1091 Fife Av|37.4520795|-122.1489638
13105|1093 Channing Av|37.4490472|-122.145573
3451|1094 Forest Av|37.4524724|-122.148784
19104|1095 Channing Av|37.4490545|-122.1451888
3466|1095 Forest Av|37.4530572|-122.1487762
55222|1095 Forest Av UNIT A|37.4530875|-122.1488196
3450|1099 Fife Av|37.4520832|-122.1487705
18974|10 Crescent Dr|37.4563637|-122.1452388
13095|10 Regent Pl|37.4493174|-122.1465399
19091|10 Somerset Pl|37.4500953|-122.1465296
3467|1100 Hamilton Av|37.4540251|-122.1505925
17767|1101 Fife Av|37.4518038|-122.1487997
17797|1101 Hamilton Av|37.4543784|-122.1510758
18990|1101 University Av|37.4558985|-122.1520853
17760|1102 Forest Av|37.452448|-122.1486001
17784|1103 Forest Av|37.4531072|-122.1485276
3508|1105 Lincoln Av|37.4530229|-122.1471014
17786|1106 Hamilton Av|37.4539855|-122.1503167
18996|1107 Hamilton Av|37.454535|-122.1508711
3482|1109 Hamilton Av|37.4545184|-122.1506017
13073|1111 Fife Av|37.4517574|-122.1486616
3481|1111 Hamilton Av|37.4545493|-122.1504103
9283|1112 Hamilton Av|37.453793|-122.1500217
3468|1114 Hamilton Av|37.4540731|-122.1500263
580|1115 Fife Av|37.4520932|-122.1486446
19014|1115 Hamilton Av|37.4545811|-122.1498703
3503|1116 Forest Av|37.4524617|-122.1483798
3469|1116 Hamilton Av|37.454007|-122.1498188
19011|1117 Hamilton Av|37.4545722|-122.1497171
581|1119 Fife Av|37.4517804|-122.1484532
22215|111 Island Dr|37.4541201|-122.1414795
17787|1120 Hamilton Av|37.4540498|-122.1496043
18946|1120 Palo Alto Av|37.4567372|-122.1527494
13074|1121 Fife Av|37.4520433|-122.1484104
3498|1121 Hamilton Av|37.454594|-122.1495601
19053|1121 Lincoln Av|37.4532188|-122.1471798
19677|1125 Channing Av|37.4490212|-122.144336
19010|1125 Hamilton Av|37.4545824|-122.1492766
18992|1125 University Av|37.4561509|-122.1516844
17788|1126 Hamilton Av|37.4540438|-122.149409
3505|1127 Forest Av|37.4530121|-122.1482671
3497|1129 Hamilton Av|37.454617|-122.1490324
19016|1130 Forest Av|37.4524566|-122.1481436
3470|1130 Hamilton Av|37.4540225|-122.1492175
18947|1130 Palo Alto Av|37.4568481|-122.1523907
18982|1130 University Av|37.4554809|-122.151318
19029|1131 Forest Av|37.4531521|-122.1482797
20075|1131 Lincoln Av|37.4533198|-122.1472171
13123|1133 Channing Av|37.4490161|-122.1442033
19009|1133 Hamilton Av|37.4546109|-122.1487903
18948|1134 Palo Alto Av|37.4568055|-122.1521762
19012|1136 Hamilton Av|37.4540256|-122.1489953
19017|1137 Fife Av|37.4518568|-122.1482334
20076|1137 Forest Av|37.4533022|-122.1482481
19676|1139 Channing Av|37.448995|-122.1440227
18991|1139 University Av|37.4560955|-122.151192
17783|1140 Hamilton Av|37.4540196|-122.1487502
3525|1140 Lincoln Av|37.4532891|-122.1467042
5166|1141 Forest Av|37.4532961|-122.1479608
5165|1141 Lincoln Av|37.4534448|-122.1471852
3449|1144 Fife Av|37.4514057|-122.1484747
3504|1144 Forest Av|37.4525048|-122.1479196
53815|1144 Forest Av UNIT A|37.4523242|-122.1479846
6665|1144 Palo Alto Av|37.4564549|-122.1521125
54472|1144 Palo Alto Av UNIT A|37.4565197|-122.1522213
13122|1145 Channing Av|37.44901|-122.1438503
3506|1145 Forest Av|37.4530279|-122.147988
54277|1145 Forest Av UNIT A|37.4531296|-122.1479016
3496|1145 Hamilton Av|37.4545656|-122.1485872
20074|1145 Lincoln Av|37.4535822|-122.14718
3465|1146 Hamilton Av|37.4540318|-122.1485855
19018|1147 Fife Av|37.451788|-122.1479942
15092|1148 Hamilton Av|37.4535189|-122.1485738
19019|1149 Fife Av|37.4520807|-122.1480029
3509|1150 Fife Av|37.4513474|-122.1479717
17795|1150 University Av|37.4554717|-122.1510626
19820|1153 Lincoln Av|37.4536172|-122.1474057
18949|1154 Palo Alto Av|37.4564486|-122.1516586
19675|1155 Channing Av|37.4490088|-122.1436017
19030|1155 Forest Av|37.4530116|-122.147779
19063|1155 Lincoln Av|37.4535705|-122.1475459
19027|1156 Forest Av|37.4525338|-122.1477545
5161|1156 Hamilton Av|37.4540411|-122.1483748
5169|1157 Hamilton Av|37.4545725|-122.1483148
19062|1157 Lincoln Av|37.4535623|-122.1476518
